Number,Trench,Level,Layer,General Unit,gou, Original Type,Gtype,Type,xold,yold,x,y,z,Altitude,Orientation_old,Orientation,Dip,Degree,max,Length,Width,Thickness,Weight,lwratio,Lgroup,Wgroup,New category,Technological category,Rock type,Row material,Weathering,Rounddegree,Roundness
T3:177,T3,22,4,,,B,B,B,104.61,98.86,808.0977736,629.7176129,0.93513,935.13,152,152,,,,,,,,,,,B,,,,,,
T3:179,T3,22,4,,,B,B,B,102.25,98.85,808.0960978,629.7192746,0.935096,935.096,170,170,1,,,,,,,,,,B,,,,,,
T3:180,T3,22,4,,,B,B,B,102.55,98.76,808.0962463,629.7189989,0.935108,935.108,194,14,194,13,,,,,,,,,B,,,,,,
T3:182,T3,22,4,,,B,B,B,102.9,98.8,808.0965221,629.7187797,0.935094,935.094,140,140,140,48,,,,,,,,,B,,,,,,
T3:183,T3,22,4,,,B,B,B,100.32,98.62,808.0945705,629.7204767,0.93509,935.09,258,78,,,,,,,,,,,B,,,,,,
T3:184,T3,23,4,,,B,B,B,100.27,99.28,808.0950018,629.7209787,0.935031,935.031,120,120,300,58,,,,,,,,,B,,,,,,
T3:185,T3,23,4,,,B,B,B,100.07,99.33,808.0948957,629.7211555,0.935031,935.031,,,330,54,,,,,,,,,B,,,,,,
T3:188,T3,23,4,,,T,B,B,101.36,99.39,808.0958503,629.7202858,0.935021,935.021,112,112,292,22,,,,,,,,,B,,,,,,
T3:189,T3,23,4,,,T,B,B,101.16,99.44,808.0957443,629.7204626,0.935051,935.051,215,35,215,42,,,,,,,,,B,,,,,,
T3:191,T3,23,4,,,B,B,B,102.82,99.6,808.0970312,629.7194019,0.935047,935.047,105,105,285,26,,,,,,,,,B,,,,,,
T3:192,T3,23,4,,,T,B,B,102.78,99.55,808.0969675,629.7193948,0.935046,935.046,70,70,350,36,,,,,,,,,B,,,,,,
T3:193,T3,23,4,,,T,B,B,102.7,99.39,808.0967978,629.7193383,0.935054,935.054,160,160,160,20,,,,,,,,,B,,,,,,
T3:196,T3,23,4,,,B,B,B,102.21,99.99,808.0968756,629.720109,0.935011,935.011,125,125,305,43,,,,,,,,,B,,,,,,
T3:198,T3,23,4,,,B,B,B,103.58,99.64,808.0975969,629.7188928,0.935023,935.023,134,134,,,,,,,,,,,B,,,,,,
T3:199,T3,23,4,,,B,B,B,103.02,99.33,808.0969817,629.7190696,0.935049,935.049,240,60,328,63,,,,,,,,,B,,,,,,
T3:200,T3,23,4,,,T,B,B,103.06,99.52,808.0971443,629.7191756,0.935,935,205,25,25,46,,,,,,,,,B,,,,,,
T3:201,T3,23,4,,,T,B,B,104.87,99.34,808.0982969,629.7177685,0.935051,935.051,264,84,,,,,,,,,,,B,,,,,,
T3:204,T3,23,4,,,B,B,B,104.92,99.57,808.0984949,629.7178958,0.935091,935.091,160,160,160,20,,,,,,,,,B,,,,,,
T3:206,T3,23,4,,,B,B,B,104.66,98.73,808.0977171,629.7174857,0.935101,935.101,,,,,,,,,,,,,B,,,,,,
T3:207,T3,23,4,,,B,B,B,104.92,98.58,808.0977949,629.7171958,0.935143,935.143,240,60,60,21,,,,,,,,,B,,,,,,
T3:208,T3,23,4,,,B,B,B,103.21,98.1,808.0962463,629.7180655,0.935077,935.077,260,80,80,35,,,,,,,,,B,,,,,,
T3:209,T3,23,4,,,B,B,B,103.89,98.81,808.0972292,629.7180867,0.935044,935.044,152,152,,,,,,,,,,,B,,,,,,
T3:210,T3,23,4,,,B,B,B,102.08,97.07,808.094719,629.7181362,0.935065,935.065,228,48,228,34,,,,,,,,,B,,,,,,
T3:211,T3,23,4,,,B,B,B,102.11,98.86,808.0960059,629.7193807,0.935059,935.059,120,120,,,,,,,,,,,B,,,,,,
T3:212,T3,23,4,,,B,B,B,102.05,98.61,808.0957867,629.7192463,0.935063,935.063,,,,,,,,,,,,,B,,,,,,
T3:213,T3,23,4,,,B,B,B,102.06,98.49,808.0957089,629.7191544,0.935059,935.059,220,40,,,,,,,,,,,B,,,,,,
T3:215,T3,23,4,,,B,B,B,102.39,98.99,808.0962958,629.7192746,0.935044,935.044,233,53,,,,,,,,,,,B,,,,,,
T3:216,T3,23,4,,,B,B,B,102.73,98.88,808.0964584,629.7189564,0.935049,935.049,120,120,300,20,,,,,,,,,B,,,,,,
T3:217,T3,23,4,,,B,B,B,102.72,98.63,808.0962746,629.7187867,0.935037,935.037,110,110,110,73,,,,,,,,,B,,,,,,
T3:219,T3,23,4,,,B,B,B,102.85,98.46,808.0962463,629.7185746,0.93509,935.09,226,46,226,12,,,,,,,,,B,,,,,,
T3:220,T3,23,4,,,T,B,B,102.99,98.94,808.0966847,629.718815,0.935059,935.059,231,51,231,5,,,,,,,,,B,,,,,,
T3:221,T3,23,4,,,T,B,B,101.2,98.11,808.0948321,629.7194938,0.93502,935.02,230,50,,,,,,,,,,,B,,,,,,
T3:223,T3,23,4,,,T,B,B,100.24,98.12,808.0941604,629.7201797,0.935057,935.057,155,155,335,33,,,,,,,,,B,,,,,,
T3:224,T3,23,4,,,B,B,B,100.35,98.33,808.0943866,629.7202504,0.935035,935.035,255,75,255,45,,,,,,,,,B,,,,,,
T3:225,T3,23,4,,,B,B,B,100.4,98.55,808.0945775,629.7203706,0.93505,935.05,,,,,,,,,,,,,B,,,,,,
T3:226,T3,23,4,,,B,B,B,100.3,98.65,808.0945775,629.7205121,0.935056,935.056,210,30,,,,,,,,,,,B,,,,,,
T3:229,T3,24,4,,,T,B,B,100.42,99.95,808.0955816,629.7213464,0.93502,935.02,254,74,74,40,,,,,,,,,B,,,,,,
T3:230,T3,24,4,,,T,B,B,100.29,99.81,808.0953907,629.7213394,0.934985,934.985,250,70,250,25,,,,,,,,,B,,,,,,
T3:231,T3,24,4,,,T,B,B,100.14,99.41,808.0950018,629.7211626,0.934988,934.988,173,173,,,,,,,,,,,B,,,,,,
T3:232,T3,24,4,,,B,B,B,101.94,99.37,808.0962463,629.7198615,0.934983,934.983,241,61,,,,,,,,,,,B,,,,,,
T3:234,T3,24,4,,,B,B,B,101.76,99.75,808.0963877,629.7202575,0.934995,934.995,,,,,,,,,,,,,B,,,,,,
T3:235,T3,24,4,,,B,B,B,101.48,99.99,808.0963594,629.7206252,0.934984,934.984,264,84,,,,,,,,,,,B,,,,,,
T3:237,T3,24,4,,,B,B,B,101.45,99.68,808.096119,629.7204272,0.934985,934.985,155,155,155,40,,,,,,,,,B,,,,,,
T3:240,T3,24,4,,,B,B,B,101.14,99.38,808.0956877,629.7204343,0.93501,935.01,266,86,64,21,,,,,,,,,B,,,,,,
T3:242,T3,24,4,,,B,B,B,102.44,99.27,808.0965291,629.7194373,0.934985,934.985,143,143,,,,,,,,,,,B,,,,,,
T3:246,T3,24,4,,,T,B,B,103.28,99.34,808.0971726,629.7188928,0.93502,935.02,180,0.5,180,19,,,,,,,,,B,,,,,,
T3:247,T3,24,4,,,B,B,B,103.29,99.52,808.097307,629.719013,0.935015,935.015,268,88,268,9,,,,,,,,,B,,,,,,
T3:248,T3,24,4,,,B,B,B,103.16,99.78,808.0973989,629.7192888,0.93502,935.02,,,,,,,,,,,,,B,,,,,,
T3:249,T3,24,4,,,B,B,B,103.05,99.8,808.0973352,629.7193807,0.93501,935.01,,,,,,,,,,,,,B,,,,,,
T3:250,T3,24,4,,,T,B,B,104.8,99.74,808.0985302,629.7181008,0.93504,935.04,95,95,95,17,,,,,,,,,B,,,,,,
T3:251,T3,24,4,,,B,B,B,104.43,99.34,808.0979858,629.7180796,0.935023,935.023,230,50,,,,,,,,,,,B,,,,,,
T3:252,T3,24,4,,,T,B,B,104.43,99.83,808.0983322,629.7184261,0.93505,935.05,,,,,,,,,,,,,B,,,,,,
T3:253,T3,24,4,,,B,B,B,104.18,99.1,808.0976393,629.7180867,0.93501,935.01,120,120,120,54,,,,,,,,,B,,,,,,
T3:254,T3,24,4,,,B,B,B,104.97,99.11,808.098205,629.7175352,0.93503,935.03,190,10,,,,,,,,,,,B,,,,,,
T3:255,T3,24,4,,,B,B,B,104.97,99.32,808.0983535,629.7176837,0.934991,934.991,241,61,241,45,,,,,,,,,B,,,,,,
T3:256,T3,24,4,,,B,B,B,104.91,99.43,808.0983888,629.7178039,0.935068,935.068,213,33,,,,,,,,,,,B,,,,,,
T3:257,T3,24,4,,,T,B,B,104.84,98.17,808.0974484,629.7169624,0.93502,935.02,170,170,350,21,,,,,,,,,B,,,,,,
T3:259,T3,24,4,,,B,B,B,104.02,99.38,808.0977241,629.7183978,0.934994,934.994,230,50,,,,,,,,,,,B,,,,,,
T3:261,T3,24,4,,,B,B,B,100.68,98.42,808.0946836,629.7200807,0.934991,934.991,103,103,,,,,,,,,,,B,,,,,,
T3:263,T3,24,4,,,B,B,B,104.38,98.5,808.0973564,629.717521,0.93506,935.06,152,152,,,,,,,,,,,B,,,,,,
T3:264,T3,24,4,,,B,B,B,104.39,98.4,808.0972928,629.7174432,0.935055,935.055,230,50,50,16,,,,,,,,,B,,,,,,
T3:265,T3,24,4,,,B,B,B,104.52,98.29,808.097307,629.7172735,0.935043,935.043,95,95,180,68,,,,,,,,,B,,,,,,
T3:266,T3,24,4,,,B,B,B,104.62,98.62,808.097611,629.7174362,0.935038,935.038,,,214,24,,,,,,,,,B,,,,,,
T3:267,T3,24,4,,,B,B,B,104.66,98.57,808.0976039,629.7173725,0.935038,935.038,,,48,8,,,,,,,,,B,,,,,,
T3:268,T3,24,4,,,B,B,B,103.48,98.33,808.0965999,629.7180372,0.935,935,104,104,,,,,,,,,,,B,,,,,,
T3:269,T3,24,4,,,B,B,B,103.58,98.42,808.0967342,629.7180301,0.93504,935.04,168,168,184,32,,,,,,,,,B,,,,,,
T3:270,T3,24,4,,,B,B,B,103.63,98.8,808.0970383,629.7182635,0.935045,935.045,180,0.5,0,12,,,,,,,,,B,,,,,,
T3:271,T3,24,4,,,B,B,B,103.83,98.7,808.097109,629.7180513,0.935014,935.014,215,35,215,53,,,,,,,,,B,,,,,,
T3:272,T3,24,4,,,B,B,B,103.9,98.97,808.0973494,629.7181928,0.935015,935.015,138,138,,,,,,,,,,,B,,,,,,
T3:273,T3,24,4,,,B,B,B,102.14,98.83,808.0960059,629.7193383,0.935035,935.035,214,34,,,,,,,,,,,B,,,,,,
T3:274,T3,24,4,,,T,B,B,102.62,98.76,808.0962958,629.7189494,0.934998,934.998,240,60,240,33,,,,,,,,,B,,,,,,
T3:275,T3,24,4,,,B,B,B,103.4,98.56,808.0967059,629.7182564,0.934995,934.995,157,157,,,,,,,,,,,B,,,,,,
T3:276,T3,24,4,,,B,B,B,101.15,98.87,808.0953341,629.7200666,0.935006,935.006,198,18,,,,,,,,,,,B,,,,,,
T3:278,T3,24,4,,,B,B,B,101.06,98.2,808.0947967,629.7196565,0.934978,934.978,226,44,,,,,,,,,,,B,,,,,,
T3:279,T3,24,4,,,B,B,B,102.87,98.5,808.0962887,629.7185887,0.934975,934.975,229,49,,,,,,,,,,,B,,,,,,
T3:280,T3,24,4,,,T,B,B,101.84,98.23,808.0953695,629.7191261,0.934975,934.975,,,15,20,,,,,,,,,B,,,,,,
T3:281,T3,24,4,,,B,B,B,100.5,98.49,808.0946058,629.7202575,0.935018,935.018,260,80,80,21,,,,,,,,,B,,,,,,
T3:282,T3,24,4,,,B,B,B,102.79,98.43,808.0961827,629.7185958,0.935002,935.002,,,,,,,,,,,,,B,,,,,,
T3:283,T3,25,4,,,B,B,B,100.78,99.93,808.095822,629.7210777,0.934941,934.941,270,90,,,,,,,,,,,B,,,,,,
T3:285,T3,25,4,,,B,B,B,100.76,99.26,808.0953341,629.7206181,0.934928,934.928,132,132,312,34,,,,,,,,,B,,,,,,
T3:286,T3,25,4,,,B,B,B,100.7,99.05,808.0951432,629.7205121,0.93494,934.94,92,92,272,42,,,,,,,,,B,,,,,,
T3:287,T3,25,4,,,T,B,B,100.17,99.68,808.0952139,629.7213323,0.93494,934.94,,,,,,,,,,,,,B,,,,,,
T3:290,T3,25,4,,,B,B,B,100.04,99.44,808.0949523,629.7212545,0.93493,934.93,,,,,,,,,,,,,B,,,,,,
T3:291,T3,25,4,,,B,B,B,101.78,99.45,808.0961897,629.7200312,0.934938,934.938,195,15,195,16,,,,,,,,,B,,,,,,
T3:292,T3,25,4,,,B,B,B,101.66,99.98,808.0964796,629.7204908,0.934933,934.933,212,32,212,5,,,,,,,,,B,,,,,,
T3:293,T3,25,4,,,T,B,B,101.48,99.69,808.0961473,629.7204131,0.93494,934.94,140,140,,,,,,,,,,,B,,,,,,
T3:294,T3,25,4,,,T,B,B,101.43,99.18,808.0957513,629.7200878,0.934931,934.931,245,65,245,15,,,,,,,,,B,,,,,,
T3:295,T3,25,4,,,B,B,B,101.18,99.99,808.0961473,629.7208373,0.934941,934.941,164,164,,,,,,,,,,,B,,,,,,
T3:297,T3,25,4,,,B,B,B,102.74,99.65,808.09701,629.7194938,0.93495,934.95,185,5,185,8,,,,,,,,,B,,,,,,
T3:298,T3,25,4,,,B,B,B,102.58,99.84,808.0970312,629.7197413,0.934958,934.958,95,95,265,40,,,,,,,,,B,,,,,,
T3:299,T3,25,4,,,B,B,B,102.27,99.7,808.096713,629.7198615,0.934955,934.955,205,25,205,28,,,,,,,,,B,,,,,,
T3:300,T3,25,4,,,B,B,B,102.18,99.45,808.0964726,629.7197484,0.93494,934.94,,,315,32,,,,,,,,,B,,,,,,
T3:301,T3,25,4,,,T,B,B,102.1,99.97,808.0967837,629.7201726,0.934965,934.965,220,40,310,46,,,,,,,,,B,,,,,,
T3:302,T3,25,4,,,B,B,B,103.99,99,808.0974342,629.7181503,0.934941,934.941,240,60,60,22,,,,,,,,,B,,,,,,
T3:303,T3,25,4,,,B,B,B,103.54,99.31,808.0973352,629.7186877,0.93495,934.95,106,106,106,68,,,,,,,,,B,,,,,,
T3:304,T3,25,4,,,B,B,B,103.53,99.8,808.0976746,629.7190413,0.934953,934.953,264,84,,,,,,,,,,,B,,,,,,
T3:305,T3,25,4,,,B,B,B,103.35,99.72,808.0974908,629.719112,0.934977,934.977,100,100,280,16,,,,,,,,,B,,,,,,
T3:306,T3,25,4,,,T,B,B,103.24,99.07,808.0969534,629.7187302,0.93496,934.96,105,105,,,,,,,,,,,B,,,,,,
T3:308,T3,25,4,,,T,B,B,103.09,99.47,808.0971302,629.7191191,0.934962,934.962,146,146,,,,,,,,,,,B,,,,,,
T3:309,T3,25,4,,,B,B,B,104.94,99.27,808.0982969,629.7176695,0.934955,934.955,172,172,,,,,,,,,,,B,,,,,,
T3:310,T3,25,4,,,B,B,B,103.72,99.97,808.0979292,629.7190271,0.934948,934.948,134,134,,,,,,,,,,,B,,,,,,
T3:312,T3,25,4,,,B,B,B,104.63,99.06,808.0979292,629.7177402,0.934953,934.953,202,22,202,26,,,,,,,,,B,,,,,,
T3:313,T3,25,4,,,T,B,B,104.6,99.01,808.0978726,629.7177261,0.934955,934.955,270,90,90,40,,,,,,,,,B,,,,,,
T3:314,T3,25,4,,,B,B,B,104.43,99.98,808.0984383,629.7185322,0.934964,934.964,115,115,,,,,,,,,,,B,,,,,,
T3:315,T3,25,4,,,B,B,B,104.64,99.72,808.098403,629.7181998,0.934978,934.978,178,178,178,21,,,,,,,,,B,,,,,,
T3:318,T3,25,4,,,B,B,B,104.17,99.44,808.0978726,629.7183342,0.93494,934.94,242,62,324,54,,,,,,,,,B,,,,,,
T3:319,T3,25,4,,,B,B,B,104.2,99.4,808.0978656,629.7182847,0.934935,934.935,241,61,324,45,,,,,,,,,B,,,,,,
T3:320,T3,25,4,,,B,B,B,104.93,99.21,808.0982474,629.7176342,0.934975,934.975,145,145,325,37,,,,,,,,,B,,,,,,
T3:321,T3,25,4,,,B,B,B,104.19,99.68,808.0980565,629.7184897,0.934965,934.965,225,45,225,42,,,,,,,,,B,,,,,,
T3:322,T3,25,4,,,B,B,B,100.35,98.28,808.0943513,629.7202151,0.93495,934.95,195,15,195,20,,,,,,,,,B,,,,,,
T3:323,T3,25,4,,,T,B,B,100.44,98.34,808.0944573,629.7201939,0.93497,934.97,263,83,,,,,,,,,,,B,,,,,,
T3:324,T3,25,4,,,B,B,B,100.06,99.98,808.0953483,629.7216222,0.934944,934.944,220,40,,,,,,,,,,,B,,,,,,
T3:325,T3,25,4,,,B,B,B,101.5,98.62,808.0954049,629.7196423,0.93492,934.92,,,,,,,,,,,,,B,,,,,,
T3:326,T3,25,4,,,B,B,B,101.6,98.86,808.0956453,629.7197413,0.934934,934.934,152,152,,,,,,,,,,,B,,,,,,
T3:327,T3,25,4,,,B,B,B,101.41,98.8,808.0954685,629.7198332,0.934949,934.949,113,113,113,22,,,,,,,,,B,,,,,,
T3:328,T3,25,4,,,T,B,B,101.34,98.84,808.0954473,629.719911,0.93495,934.95,263,83,263,38,,,,,,,,,B,,,,,,
T3:330,T3,25,4,,,B,B,B,101.09,98.36,808.0949311,629.7197484,0.934946,934.946,213,33,,,,,,,,,,,B,,,,,,
T3:333,T3,25,4,,,B,B,B,102.74,98.02,808.0958574,629.7183413,0.934955,934.955,124,124,,,,,,,,,,,B,,,,,,
T3:334,T3,25,4,,,B,B,B,102.73,98.35,808.0960837,629.7185817,0.93495,934.95,135,135,,,,,,,,,,,B,,,,,,
T3:335,T3,25,4,,,B,B,B,102.7,98.63,808.0962604,629.7188009,0.93496,934.96,248,68,68,23,,,,,,,,,B,,,,,,
T3:337,T3,25,4,,,B,B,B,102.39,98.79,808.0961544,629.7191332,0.934965,934.965,113,113,,,,,,,,,,,B,,,,,,
T3:338,T3,25,4,,,B,B,B,102.44,97.15,808.0950301,629.7179382,0.934972,934.972,,,344,10,,,,,,,,,B,,,,,,
T3:340,T3,25,4,,,B,B,B,103.99,98.1,808.0967978,629.717514,0.934963,934.963,221,41,221,18,,,,,,,,,B,,,,,,
T3:341,T3,25,4,,,B,B,B,103.85,98.7,808.0971231,629.7180372,0.93497,934.97,134,134,,,,,,,,,,,B,,,,,,
T3:343,T3,25,4,,,B,B,B,103.35,98.17,808.0963948,629.718016,0.93496,934.96,95,95,275,35,,,,,,,,,B,,,,,,
T3:345,T3,25,4,,,B,B,B,104.91,98.26,808.0975615,629.7169766,0.934974,934.974,210,30,30,9,,,,,,,,,B,,,,,,
T3:346,T3,25,4,,,B,B,B,104.87,98.35,808.0975969,629.7170685,0.934999,934.999,230,50,50,52,,,,,,,,,B,,,,,,
T3:347,T3,25,4,,,B,B,B,104.78,98.36,808.0975403,629.7171392,0.934989,934.989,,,,,,,,,,,,,B,,,,,,
T3:349,T3,25,4,,,B,B,B,104.64,98.25,808.0973635,629.7171604,0.935005,935.005,155,155,335,28,,,,,,,,,B,,,,,,
T3:350,T3,25,4,,,B,B,B,104.47,98.03,808.0970878,629.717125,0.935004,935.004,175,175,,,,,,,,,,,B,,,,,,
T3:353,T3,25,4,,,B,B,B,104.2,98.5,808.0972292,629.7176483,0.935004,935.004,250,70,,,,,,,,,,,B,,,,,,
T3:355,T3,25,4,,,B,B,B,104.05,99.86,808.0980848,629.718716,0.93497,934.97,,,,,,,,,,,,,B,,,,,,
T3:357,T3,25,4,,,B,B,B,103.7,97.03,808.0958362,629.7169624,0.934968,934.968,,,,,,,,,,,,,B,,,,,,
T3:358,T3,25,4,,,B,B,B,103.17,97.26,808.0956241,629.7174998,0.934989,934.989,110,110,,,,,,,,,,,B,,,,,,
T3:362,T3,26,4,,,B,B,B,100.92,99.28,808.0954614,629.7205191,0.934915,934.915,150,150,,,,,,,,,,,B,,,,,,
T3:363,T3,26,4,,,B,B,B,100.7,99.06,808.0951503,629.7205191,0.934895,934.895,210,30,118,45,,,,,,,,,B,,,,,,
T3:364,T3,26,4,,,B,B,B,100.63,99.38,808.0953271,629.7207949,0.934915,934.915,,,,,,,,,,,,,B,,,,,,
T3:365,T3,26,4,,,B,B,B,100.59,99.89,808.0956594,629.7211838,0.934917,934.917,230,50,230,25,,,,,,,,,B,,,,,,
T3:366,T3,26,4,,,B,B,B,100.58,99.06,808.0950654,629.720604,0.934885,934.885,225,45,225,50,,,,,,,,,B,,,,,,
T3:367,T3,26,4,,,B,B,B,100.28,99.17,808.0949311,629.7208939,0.93489,934.89,187,7,,,,,,,,,,,B,,,,,,
T3:368,T3,26,4,,,B,B,B,100.32,99.6,808.0952634,629.7211697,0.934894,934.894,,,,,,,,,,,,,B,,,,,,
T3:369,T3,26,4,,,B,B,B,100.12,99.48,808.0950372,629.7212262,0.934893,934.893,265,85,,,,,,,,,,,B,,,,,,
T3:370,T3,26,4,,,T,B,B,100.11,99.26,808.0948745,629.7210777,0.93489,934.89,240,60,,,,,,,,,,,B,,,,,,
T3:371,T3,26,4,,,B,B,B,102,99.48,808.0963665,629.7198969,0.93489,934.89,245,65,,,,,,,,,,,B,,,,,,
T3:372,T3,26,4,,,B,B,B,101.88,99.46,808.0962675,629.7199676,0.934877,934.877,250,70,,,,,,,,,,,B,,,,,,
T3:373,T3,26,4,,,B,B,B,101.9,99.44,808.0962675,629.7199393,0.93488,934.88,203,23,23,7,,,,,,,,,B,,,,,,
T3:374,T3,26,4,,,B,B,B,101.62,99.2,808.0958998,629.7199676,0.934871,934.871,165,165,,,,,,,,,,,B,,,,,,
T3:376,T3,26,4,,,B,B,B,101.36,99.6,808.0959988,629.7204343,0.934918,934.918,215,35,,,,,,,,,,,B,,,,,,
T3:377,T3,26,4,,,B,B,B,101.33,99.73,808.0960695,629.7205474,0.934887,934.887,225,45,35,61,,,,,,,,,B,,,,,,
T3:379,T3,26,4,,,B,B,B,101.12,99.41,808.0956948,629.7204696,0.934878,934.878,149,149,,,,,,,,,,,B,,,,,,
T3:380,T3,26,4,,,B,B,B,101.18,99.76,808.0959847,629.7206747,0.934936,934.936,264,84,84,13,,,,,,,,,B,,,,,,
T3:381,T3,26,4,,,T,B,B,101.18,99.98,808.0961402,629.7208303,0.934869,934.869,141,141,141,4,,,,,,,,,B,,,,,,
T3:382,T3,26,4,,,T,B,B,101.87,99.02,808.0959493,629.7196635,0.93487,934.87,104,104,,,,,,,,,,,B,,,,,,
T3:384,T3,26,4,,,B,B,B,102.83,99.17,808.0967342,629.7190908,0.934883,934.883,149,149,329,24,,,,,,,,,B,,,,,,
T3:385,T3,26,4,,,B,B,B,102.92,99.51,808.0970383,629.7192676,0.93489,934.89,263,83,,,,,,,,,,,B,,,,,,
T3:386,T3,26,4,,,B,B,B,102.74,99.47,808.0968827,629.7193666,0.934885,934.885,265,85,265,56,,,,,,,,,B,,,,,,
T3:387,T3,26,4,,,B,B,B,102.69,99.49,808.0968615,629.7194161,0.934929,934.929,136,136,20,25,,,,,,,,,B,,,,,,
T3:389,T3,26,4,,,B,B,B,102.6,99.5,808.0968049,629.7194868,0.93493,934.93,212,32,,,,,,,,,,,B,,,,,,
T3:390,T3,26,4,,,B,B,B,102.56,99.7,808.096918,629.7196565,0.934911,934.911,,,264,31,,,,,,,,,B,,,,,,
T3:391,T3,26,4,,,B,B,B,103.69,99.05,808.0972575,629.7183978,0.93489,934.89,189,9,,,,,,,,,,,B,,,,,,
T3:392,T3,26,4,,,B,B,B,103.25,99.06,808.0969534,629.718716,0.934904,934.904,210,30,105,22,,,,,,,,,B,,,,,,
T3:393,T3,26,4,,,B,B,B,103.7,99.82,808.097809,629.7189352,0.934903,934.903,189,9,,,,,,,,,,,B,,,,,,
T3:394,T3,26,4,,,T,B,B,103.49,99.25,808.0972575,629.7186807,0.934897,934.897,212,32,230,25,,,,,,,,,B,,,,,,
T3:396,T3,26,4,,,B,B,B,103.48,99.35,808.0973211,629.7187584,0.934915,934.915,236,56,,12,,,,,,,,,B,,,,,,
T3:398,T3,26,4,,,B,B,B,103.78,99.95,808.0979575,629.7189706,0.934922,934.922,240,60,60,22,,,,,,,,,B,,,,,,
T3:399,T3,26,4,,,B,B,B,103.23,99.97,808.0975827,629.7193736,0.934843,934.843,190,10,10,28,,,,,,,,,B,,,,,,
T3:400,T3,26,4,,,B,B,B,103.22,99.11,808.0969675,629.7187726,0.934905,934.905,254,74,,,,,,,,,,,B,,,,,,
T3:401,T3,26,4,,,B,B,B,103.08,99.1,808.0968615,629.7188645,0.934904,934.904,220,40,40,31,,,,,,,,,B,,,,,,
T3:402,T3,26,4,,,B,B,B,104.62,99.2,808.0980211,629.7178463,0.934914,934.914,134,134,314,20,,,,,,,,,B,,,,,,
T3:403,T3,26,4,,,B,B,B,104.47,99.24,808.0979433,629.7179806,0.934903,934.903,246,66,,,,,,,,,,,B,,,,,,
T3:404,T3,26,4,,,B,B,B,104.25,99.07,808.0976676,629.718016,0.934908,934.908,170,170,,,,,,,,,,,B,,,,,,
T3:406,T3,26,4,,,B,B,B,104.36,99.51,808.0980565,629.7182493,0.934919,934.919,,,15,24,,,,,,,,,B,,,,,,
T3:407,T3,26,4,,,B,B,B,104.09,99.32,808.0977312,629.7183059,0.934945,934.945,95,95,190,21,,,,,,,,,B,,,,,,
T3:408,T3,26,4,,,B,B,B,104.16,99.62,808.0979928,629.7184685,0.934945,934.945,255,75,75,20,,,,,,,,,B,,,,,,
T3:409,T3,26,4,,,B,B,B,104.19,99.99,808.0982757,629.718709,0.934945,934.945,231,51,51,21,,,,,,,,,B,,,,,,
T3:410,T3,26,4,,,B,B,B,104.9,99.23,808.0982403,629.7176695,0.934911,934.911,230,50,,,,,,,,,,,B,,,,,,
T3:411,T3,26,4,,,B,B,B,104.95,98.08,808.0974625,629.716821,0.934955,934.955,,,,,,,,,,,,,B,,,,,,
T3:412,T3,26,4,,,B,B,B,104.15,98.73,808.0973564,629.7178463,0.934946,934.946,95,95,,,,,,,,,,,B,,,,,,
T3:413,T3,26,4,,,B,B,B,104.37,98.16,808.097109,629.7172877,0.934919,934.919,265,85,265,4,,,,,,,,,B,,,,,,
T3:414,T3,26,4,,,B,B,B,104.36,98.31,808.097208,629.7174008,0.934935,934.935,,,,,,,,,,,,,B,,,,,,
T3:415,T3,26,4,,,B,B,B,104.39,98.38,808.0972787,629.7174291,0.934937,934.937,173,173,353,7,,,,,,,,,B,,,,,,
T3:416,T3,26,4,,,B,B,B,104.41,98.57,808.0974272,629.7175493,0.934938,934.938,162,162,162,8,,,,,,,,,B,,,,,,
T3:417,T3,26,4,,,B,B,B,104.34,98.78,808.0975262,629.7177473,0.934945,934.945,250,70,250,28,,,,,,,,,B,,,,,,
T3:418,T3,26,4,,,B,B,B,104.67,98.05,808.0972433,629.7169978,0.934936,934.936,215,35,35,4,,,,,,,,,B,,,,,,
T3:419,T3,26,4,,,B,B,B,104.74,98.5,808.097611,629.7172665,0.9349,934.9,230,50,50,24,,,,,,,,,B,,,,,,
T3:420,T3,26,4,,,B,B,B,105,98.57,808.0978443,629.7171321,0.934929,934.929,120,120,,,,,,,,,,,B,,,,,,
T3:421,T3,26,4,,,B,B,B,103.01,98.03,808.0960554,629.7181574,0.934916,934.916,209,29,29,7,,,,,,,,,B,,,,,,
T3:422,T3,26,4,,,B,B,B,103.04,98.26,808.0962392,629.7182988,0.934919,934.919,116,116,290,50,,,,,,,,,B,,,,,,
T3:423,T3,26,4,,,B,B,B,103.13,98.28,808.096317,629.7182493,0.934908,934.908,120,120,120,7,,,,,,,,,B,,,,,,
T3:424,T3,26,4,,,B,B,B,103.1,98.63,808.0965433,629.718518,0.934923,934.923,,,64,15,,,,,,,,,B,,,,,,
T3:425,T3,26,4,,,B,B,B,103.55,98.11,808.0964938,629.7178321,0.934915,934.915,130,130,,,,,,,,,,,B,,,,,,
T3:428,T3,26,4,,,B,B,B,102.85,98.62,808.0963594,629.7186877,0.934918,934.918,,,210,45,,,,,,,,,B,,,,,,
T3:429,T3,26,4,,,T,B,B,102.94,98.33,808.096218,629.718419,0.93488,934.88,115,115,275,44,,,,,,,,,B,,,,,,
